   1.50 MeV   3.723E+00  5.169E-03    8.58 mm   295.83 um   357.11 um  
   1.60 MeV   3.722E+00  4.891E-03    8.96 mm   301.17 um   360.06 um  
   1.70 MeV   3.655E+00  4.643E-03    9.33 mm   306.49 um   362.92 um  
   1.80 MeV   3.580E+00  4.420E-03    9.72 mm   311.90 um   365.73 um  
   2.00 MeV   3.427E+00  4.037E-03   10.51 mm   332.72 um   371.25 um  
   2.25 MeV   3.237E+00  3.646E-03   11.56 mm   365.48 um   378.11 um  
   2.50 MeV   3.056E+00  3.328E-03   12.67 mm   398.96 um   385.05 um  
   2.75 MeV   2.888E+00  3.064E-03   13.84 mm   433.38 um   392.17 um  
   3.00 MeV   2.732E+00  2.841E-03   15.08 mm   468.86 um   399.55 um  
   3.25 MeV   2.591E+00  2.650E-03   16.39 mm   505.45 um   407.27 um  
   3.50 MeV   2.472E+00  2.484E-03   17.76 mm   543.00 um   415.34 um  
   3.75 MeV   2.364E+00  2.339E-03   19.21 mm   581.39 um   423.80 um  
   4.00 MeV   2.264E+00  2.210E-03   20.71 mm   620.59 um   432.68 um  
   4.50 MeV   2.090E+00  1.994E-03   23.91 mm   770.99 um   451.80 um  
   5.00 MeV   1.943E+00  1.818E-03   27.37 mm   915.64 um   472.87 um  
   5.50 MeV   1.817E+00  1.672E-03   31.08 mm     1.06 mm   496.00 um  
   6.00 MeV   1.709E+00  1.548E-03   35.04 mm     1.20 mm   521.25 um  
   6.50 MeV   1.614E+00  1.443E-03   39.23 mm     1.34 mm   548.65 um  
   7.00 MeV   1.530E+00  1.351E-03   43.67 mm     1.48 mm   578.24 um  
   8.00 MeV   1.389E+00  1.201E-03   53.23 mm     2.01 mm   643.90 um  
   9.00 MeV   1.274E+00  1.082E-03   63.71 mm     2.50 mm   718.09 um  
  10.00 MeV   1.177E+00  9.854E-04   75.09 mm     2.98 mm   800.56 um  
  11.00 MeV   1.096E+00  9.054E-04   87.37 mm     3.46 mm   891.03 um  
  12.00 MeV   1.025E+00  8.379E-04  100.52 mm     3.93 mm   989.23 um  
  13.00 MeV   9.635E-01  7.803E-04  114.55 mm     4.41 mm     1.09 mm  
  14.00 MeV   9.094E-01  7.304E-04  129.44 mm     4.89 mm     1.21 mm  
  15.00 MeV   8.614E-01  6.868E-04  145.19 mm     5.39 mm     1.33 mm  
  16.00 MeV   8.184E-01  6.483E-04  161.79 mm     5.88 mm     1.46 mm  
  17.00 MeV   7.831E-01  6.141E-04  179.20 mm     6.39 mm     1.59 mm  
  18.00 MeV   7.481E-01  5.835E-04  197.42 mm     6.89 mm     1.73 mm  
  20.00 MeV   6.838E-01  5.309E-04  236.40 mm     8.84 mm     2.03 mm  
  22.50 MeV   6.241E-01  4.777E-04  289.76 mm    11.65 mm     2.44 mm  
  25.00 MeV   5.748E-01  4.346E-04  347.95 mm    14.28 mm     2.89 mm  
  27.50 MeV   5.333E-01  3.989E-04  410.89 mm    16.85 mm     3.37 mm  
  30.00 MeV   4.979E-01  3.688E-04  478.53 mm    19.40 mm     3.89 mm  
  32.50 MeV   4.672E-01  3.432E-04  550.79 mm    21.96 mm     4.44 mm  
  35.00 MeV   4.404E-01  3.210E-04  627.62 mm    24.53 mm     5.03 mm  
  37.50 MeV   4.167E-01  3.016E-04  708.97 mm    27.12 mm     5.65 mm  
  40.00 MeV   3.957E-01  2.845E-04  794.79 mm    29.74 mm     6.30 mm  
  45.00 MeV   3.598E-01  2.558E-04  979.55 mm    39.66 mm     7.70 mm  
  50.00 MeV   3.304E-01  2.325E-04    1.18 m     48.95 mm     9.22 mm  
  55.00 MeV   3.058E-01  2.133E-04    1.40 m     58.02 mm    10.86 mm  
  60.00 MeV   2.848E-01  1.971E-04    1.64 m     67.03 mm    12.63 mm  
  65.00 MeV   2.668E-01  1.833E-04    1.89 m     76.05 mm    14.51 mm  
  70.00 MeV   2.511E-01  1.714E-04    2.16 m     85.15 mm    16.51 mm  
  80.00 MeV   2.250E-01  1.518E-04    2.75 m    119.07 mm    20.85 mm  
  90.00 MeV   2.042E-01  1.364E-04    3.40 m    150.66 mm    25.64 mm  
 100.00 MeV   1.872E-01  1.239E-04    4.11 m    181.51 mm    30.86 mm  
